repositorio,arquivo,US ,Descrição,Descrição em inglês
parti-renaissance_espace-adherent,scopes_story.txt,In order to get scopes of an adherent I should be able to request them via the API,"O espace-adherent é um módulo de gestão de grupos comunitários da plataforma do partido Renascentista. O sistema deve permitir que usuários autenticados via OAuth consultem seus escopos atribuídos, incluindo papéis principais (como deputado, nacional, presidente de Agora) e papéis delegados com detalhes completos sobre zonas geográficas, aplicativos permitidos, funcionalidades habilitadas, atributos visuais (temas) e informações de delegação, garantindo uma gestão precisa e hierárquica de acessos e responsabilidades na plataforma política.","The espace-adherent is a community group management module for the Renaissance party platform. The system must allow users authenticated via OAuth to query their assigned scopes, including main roles (such as deputy, national, Agora president) and delegated roles with complete details on geographical zones, permitted applications, enabled functionalities, visual attributes (themes), and delegation information. This ensures precise and hierarchical management of access and responsibilities on the political platform."
parti-renaissance_espace-adherent,user_controller_donation_story.txt,In order to see donation as a user I should be able to see my donation in my account profile,"O espace-adherent é um módulo de gestão de grupos comunitários da plataforma do partido Renascentista. O sistema deve permitir que adherents visualizem e gerenciem suas doações na área logada, incluindo doações mensais ativas, próximas datas de vencimento e o processo de cancelamento com confirmação, garantindo transparência e controle total sobre as contribuições ao partido.","The espace-adherent is a community group management module for the Renaissance party platform. The system must allow adherents to view and manage their donations within the logged-in area. This includes displaying active monthly donations, upcoming due dates, and a cancellation process with confirmation, ensuring transparency and full control over contributions to the party."
parti-renaissance_espace-adherent,zones_story.txt,In order to see zones As a non logged-in user I should be able to access API zones,"O espace-adherent é um módulo de gestão de grupos comunitários da plataforma do partido Renascentista.O sistema deve permitir que usuáriosautenticados e visitantes filtrem e consultem zonas administrativas (como países, cidades, cantões e comunidades de cidades) através de uma API com suporte a busca por tipo e nome parcial, e que usuários autenticados com escopos específicos realizem autocompletar de zonas dentro de suas áreas de atuação, garantindo a gestão territorial precisa necessária para a organização política.
","The espace-adherent is a community group management module for the Renaissance party platform. The system must allow both authenticated users and visitors to filter and query administrative zones (such as countries, cities, cantons, and city communities) via an API that supports search by type and partial name. Additionally, authenticated users with specific scopes must be able to autocomplete zones within their assigned areas of operation, ensuring the precise territorial management required for political organization."
SFDigitalServices_sf-dahlia-web,custom_educator_listing_1_story.txt,As a web user I should be able to apply to Custom Educator Listing 1,"O DAHLIA é um módulo de candidatura especializada do portal de habitação acessível de São Francisco. O sistema deve permitir que candidatos educadores apliquem a listagens específicas através de um formulário curto que inclui uma pergunta de triagem customizada sobre emprego no Distrito Escolar Unificado de São Francisco, com validação do código de classificação do trabalho e fluxos condicionais distintos para respostas afirmativas (permitindo a candidatura completa) e negativas (bloqueando o avanço com mensagem de erro), garantindo que apenas candidatos qualificados preencham a aplicação.","DAHLIA is a specialized application module of San Francisco's affordable housing portal. The system must allow educator applicants to apply to specific listings through a short form that includes a custom screening question about employment with the San Francisco Unified School District. This process validates the job classification code and provides distinct conditional flows: affirmative responses allow completion of the full application, while negative responses block advancement with an error message. This ensures that only qualified candidates proceed to fill out the application."
SFDigitalServices_sf-dahlia-web,custom_educator_listing_2_story.txt,As a web user I should be able to apply to Custom Educator Listing 2,"O DAHLIA é um módulo de candidatura especializada do portal de habitação acessível de São Francisco.O sistema deve permitir que candidatos educadores apliquem a uma listagem específica através de um formulário curto que inclui uma pergunta de triagem customizada sobre emprego no Distrito Escolar Unificado de São Francisco, com validação do código de classificação do trabalho para respostas afirmativas e um fluxo alternativo para respostas negativas (que permite a candidatura completa, mas exibe uma nota informativa ",DAHLIA is a specialized application module of San Francisco's affordable housing portal. The system must allow educator applicants to apply to a specific listing through a short form that includes a custom screening question about employment with the San Francisco Unified School District. This involves validating the job classification code for affirmative responses and providing an alternative flow for negative responses (which allows the full application to be completed but displays an informational note).
SFDigitalServices_sf-dahlia-web,nrhp_story.txt,"As a web user I should be able to claim ""Live in the Neighborhood"" while filling out a short form application In order to increase my chances of getting an affordable housing unit","O DAHLIA é um módulo de candidatura especializada do portal de habitação acessível de São Francisco.O sistema deve verificar dinamicamente se os candidatos e seus membros familiares residem dentro da área de Preferência de Residente do Bairro (NRHP) e, quando elegíveis, permitir que reivindiquem essa preferência durante a aplicação, incluindo validação em tempo real de endereços, seleção de membros elegíveis e upload de documentos comprobatórios, garantindo que o benefício seja atribuído corretamente.","DAHLIA is a specialized application module of San Francisco's affordable housing portal. The system must dynamically verify whether applicants and their household members reside within the Neighborhood Resident Housing Preference (NRHP) area. When eligible, it must allow them to claim this preference during the application process, including real-time address validation, selection of eligible members, and uploading supporting documents, ensuring the benefit is correctly assigned."
SFDigitalServices_sf-dahlia-web,sign_in_while_applying_story.txt,As a web user with an account I should be able to sign-in while filling out an application anonymously In order to associate my application with my account and reconcile any previous applications,"O DAHLIA é um módulo de candidatura especializada do portal de habitação acessível de São Francisco.O sistema deve permitir que usuários com conta se autentiquem durante o preenchimento anônimo de uma aplicação, com reconciliação inteligente de dados conflitantes (como data de nascimento em listagens para idosos), opções para continuar anonimamente, criar uma nova conta ou usar os dados da conta existente, e gestão de rascunhos salvos ou aplicações já submetidas, garantindo flexibilidade, prevenção de perda de progresso e integridade das inscrições.","DAHLIA is a specialized application module of San Francisco's affordable housing portal. The system must allow users with an account to authenticate themselves while anonymously filling out an application. This includes intelligent reconciliation of conflicting data (such as date of birth in senior-specific listings), options to continue anonymously, create a new account, or use existing account data, as well as management of saved drafts or previously submitted applications. This ensures flexibility, prevents loss of progress, and maintains the integrity of submissions."
sharetribe_sharetribe,admin_edits_welcome_email_story.txt,In order to have custom welcome email content tailored specifically for my community As an admin I want to be able to edit the welcome email content,"O Sharetribe Go é um sistema de construtor de marketplace de código aberto. O sistema deve permitir que administradores de comunidades editem o conteúdo e o remetente do email de boas-vindas através de um editor integrado, com capacidade de visualização prévia, envio de emails de teste e verificação de endereços de remetente, garantindo comunicação personalizada com novos membros do marketplace.","Sharetribe Go is an open-source marketplace builder system. The system must allow community administrators to edit the content and sender of the welcome email through an integrated editor, with preview capability, test email sending, and sender address verification, ensuring personalized communication with new marketplace members."
sharetribe_sharetribe,search_story.txt,In order to find needed contents As a user I want to search listings by typing a keyword to search box and hitting enter,"O Sharetribe Go é um sistema de construtor  de marketplace de código aberto.O sistema deve permitir que usuários encontrem listagens através de palavras-chave (incluindo correspondência parcial e busca em descrições) e apliquem múltiplos filtros como faixa de preço, campos numéricos personalizados e seletores de checkbox, garantindo resultados precisos e relevantes com base em critérios específicos.","Sharetribe Go is an open-source marketplace builder system. The system must allow users to find listings through keywords (including partial matching and search within descriptions) and apply multiple filters such as price range, custom numeric fields, and checkbox selectors, ensuring precise and relevant results based on specific criteria."
sharetribe_sharetribe,user_checks_inbox_story.txt,In order to view my received and sent messages As a user I want to be able to go to my inbox and view my messages,"O Sharetribe Go é um sistema de construtor de marketplace de código aberto.O sistema deve permitir que usuários visualizem e gerenciem suas conversas na caixa de entrada, com contagem de novas mensagens, exibição de conversas individuais, separação de mensagens recebidas e enviadas, e controle de acesso para usuários autenticados, garantindo a organização e o acompanhamento da comunicação no marketplace.","Sharetribe Go is an open-source marketplace builder system. The system must allow users to find listings through keywords (including partial matching and search within descriptions) and apply multiple filters such as price range, custom numeric fields, and checkbox selectors, ensuring precise and relevant results based on specific criteria."
sharetribe_sharetribe,user_filters_listings_by_custom_fields_story.txt,In order to view only listings that match certain marketplace specific condition As a user I want to be able to easily select which listings are shown,"O Sharetribe Go é um sistema de construtor de software de marketplace de código aberto.O sistema deve permitir que usuários filtrarem listagens com base em campos personalizados configurados (como menus suspensos), aplicando múltiplos critérios de filtro simultaneamente e combinando-os com busca por palavras-chave e seleção de categoria, garantindo uma descoberta precisa e refinada de itens no marketplace.","Sharetribe Go is an open-source marketplace builder system. The system must allow users to filter listings based on configured custom fields (such as dropdowns), applying multiple filter criteria simultaneously and combining them with keyword search and category selection. This ensures precise and refined discovery of items in the marketplace."
Sylius_Sylius,choosing_province_for_country_story.txt,In order to address an order properly As a Visitor I want to be able to fill addressing details choosing country with provinces,"O Sylius é uma plataforma de comércio eletrônico de código aberto.O sistema deve permitir que visitantes preencham os detalhes de endereço de entrega e faturamento durante o checkout, com suporte à seleção de províncias/estados para países que as possuem, validação de correspondência entre país e província, e gestão de cenários complexos com endereços distintos, garantindo precisão e flexibilidade no processo de endereçamento em vendas internacionais.","Sylius is an open-source e-commerce platform. The system must allow visitors to fill in shipping and billing address details during checkout. This includes support for selecting provinces/states in countries that have them, validating the match between country and province, and handling complex scenarios with separate addresses. This ensures accuracy and flexibility in the addressing process for international sales."
Sylius_Sylius,returning_from_addressing_step_to_shop_homepage_story.txt,In order to return to shopping after checkout started As a Visitor I want to be able to go back to shop homepage from checkout addressing step,"O Sylius é uma plataforma de comércio eletrônico de código aberto.O sistema deve permitir que visitantes retornem facilmente à página inicial da loja a partir da etapa de endereçamento do checkout, garantindo flexibilidade para continuar comprando sem perder os itens do carrinho e melhorando a experiência de navegação do cliente.","Sylius is an open-source e-commerce platform. The system must allow visitors to easily return to the store's homepage from the checkout address step, ensuring flexibility to continue shopping without losing cart items and improving the customer's navigation experience."
Sylius_Sylius,seeing_shipping_method_when_all_units_match_to_shipping_category_story.txt,In order to select correct shipping method for my order As a Customer I want to be able to choose only shipping methods that match shipping category of all my items,"O Sylius é uma plataforma de comércio eletrônico de código aberto.O sistema deve filtrar e exibir apenas os métodos de envio cuja categoria obrigatória corresponda exatamente à categoria de envio de todos os itens no carrinho, garantindo compatibilidade logística, suporte a múltiplas categorias como ""Standard"" e ""Over-sized"" e feedback claro quando não houver métodos disponíveis devido a itens de categorias mistas.","Sylius is an open-source e-commerce platform. The system must filter and display only those shipping methods whose mandatory category exactly matches the shipping category of all items in the cart. This ensures logistical compatibility, supports multiple categories such as Standard and Over-sized, and provides clear feedback when no methods are available due to mixed-category items."
Sylius_Sylius,sorting_payment_methods_by_position_story.txt,In order to change the order by which payment methods are displayed As an Administrator I want to sort payment methods by their positions,"O Sylius é uma plataforma de comércio eletrônico de código aberto.O sistema deve permitir que administradores visualizem e gerenciem a ordenação de métodos de pagamento por posição, com comportamento padrão de ordenação ascendente e lógica clara para adicionar novos métodos no início ou fim da lista, garantindo controle total sobre a sequência de exibição no checkout da loja.","Sylius is an open-source e-commerce platform. The system must allow administrators to view and manage the ordering of payment methods by position, with a default ascending order behavior and clear logic for adding new methods at either the beginning or end of the list, ensuring full control over the display sequence in the store's checkout."
uyuni-project_uyuni,min_bootstrap_negative_story.txt,In order to register only valid minions As an authorized user I want to avoid registration with invalid input parameters,"Uyuni é uma solução de gerenciamento de sistemas de código aberto derivada do Spacewalk.O sistema deve permitir um processo de registro seguro para novas máquinas, realizando verificações que ajudam a evitar problemas comuns. Isso inclui identificar quando uma máquina já está registrada, quando o nome informado não existe, quando as credenciais de acesso estão incorretas ou quando a porta usada não permite a conexão.","Uyuni is an open-source system management solution derived from Spacewalk. The system must provide a secure registration process for new machines, performing checks that help prevent common issues. This includes identifying when a machine is already registered, when the provided name does not exist, when the access credentials are incorrect, or when the port being used does not allow the connection."
uyuni-project_uyuni,min_config_state_channel_story.txt,In order to configure systems through Salt I want to be able to use the state channels,"Uyuni é uma solução de gerenciamento de sistemas de código aberto derivada do Spacewalk.O sistema deve permitir criar canais de configuração, associá-los a máquinas e executar essas configurações de maneira controlada. O processo inclui criar canais, inscrever sistemas neles, revisar arquivos de configuração, aplicar estados e acompanhar o resultado das ações. O sistema também evita ações inválidas, como excluir a única revisão existente, e permite atualizar ou remover canais conforme necessário, garantindo organização e segurança na gestão de configurações.","Uyuni is an open-source system management solution derived from Spacewalk. The system must enable the creation of configuration channels, their association with machines, and the controlled execution of these configurations. The process includes creating channels, enrolling systems in them, reviewing configuration files, applying states, and tracking the outcome of actions. The system also prevents invalid operations, such as deleting the only existing revision, and allows updating or removing channels as needed, ensuring organized and secure configuration management."
uyuni-project_uyuni,proxy_story.txt,In order to use a containerized proxy with the server As the system administrator I want to register the containerized proxy on the server,"Uyuni é uma solução de gerenciamento de sistemas de código aberto derivada do Spacewalk.O sistema deve permitir que administradores configurem e registrem um proxy em contêiner, garantindo um processo completo que inclui limpeza do host, registro como minion, atualização das ferramentas necessárias, geração da configuração do proxy e ativação dos serviços essenciais. Dessa forma, o ambiente assegura que o proxy containerizado seja instalado, iniciado e reconhecido automaticamente pelo servidor.","Uyuni is an open-source system management solution derived from Spacewalk. The system must allow administrators to configure and register a containerized proxy, ensuring a complete process that includes host cleanup, registration as a minion, updating the required tools, generating the proxy configuration, and activating essential services. This ensures that the containerized proxy environment is installed, started, and automatically recognized by the server."
uyuni-project_uyuni,srv_create_fake_repositories_story.txt,In order to distribute software to the clients As an authorized user I want to create a fake repository per fake child channel,"Uyuni é uma solução de gerenciamento de sistemas de código aberto derivada do Spacewalk.O sistema deve permitir que administradores criem repositórios falsos e os associem a diferentes canais filhos, facilitando testes de distribuição de software. Isso inclui criar repositórios para múltiplos formatos (RPM, AppStream, i586 e Debian-like), ajustar configurações como verificação de metadata e vincular cada repositório ao canal apropriado. Dessa forma, é possível validar todo o fluxo de sincronização e atualização de canais sem depender de repositórios reais.","Uyuni is an open-source system management solution derived from Spacewalk. The system must allow administrators to create fake repositories and associate them with different child channels, facilitating software distribution testing. This includes creating repositories for multiple formats (RPM, AppStream, i586, and Debian-like), adjusting settings such as metadata verification, and linking each repository to the appropriate channel. This approach makes it possible to validate the entire channel synchronization and update workflow without relying on real repositories."
vegaprotocol_vega,0026-AUCT-029_story.txt,"run from the close of voting on the market proposal (assumed to pass successfully) until: the enactment time assuming there are orders crossing on the book, there is no need for the supplied liquidity to exceed a threshold to exit an auction: (0026-AUCT-029) And  the parties place the following orders: When  the network moves ahead ""50"" blocks Then  the trading mode should be ""TRADING_MODE_OPENING_AUCTION"" for the market ""BTC/ETH"" When  the network moves ahead ""52"" blocks Then  the trading mode should be ""TRADING_MODE_CONTINUOUS"" for the market ""BTC/ETH""","Vega é uma plataforma descentralizada de negociação de derivativos.
O sistema deve permitir criar mercados à vista que sempre começam em um leilão de abertura. A saída desse leilão depende da existência de ordens que se cruzam após o tempo mínimo configurado. Se houver cruzamento, o mercado passa para negociação contínua; se não houver, permanece em leilão. Isso garante uma abertura estável e uma transição segura para o mercado ativo.
","Vega is a decentralized derivatives trading platform. The system must allow the creation of spot markets that always begin with an opening auction. The outcome of this auction depends on whether overlapping orders exist after the configured minimum time. If there is an overlap, the market transitions to continuous trading; if not, it remains in auction. This ensures a stable opening and a secure transition to the active market."
vegaprotocol_vega,0032-PRIM-025_story.txt,"auction terminates with a trade from order that originally triggered the auction. (0032-PRIM-025) And  the market data for the market ""BTC/ETH"" should be: Given  the parties place the following orders: When  the network moves ahead ""1"" blocks Then  the trading mode should be ""TRADING_MODE_MONITORING_AUCTION"" for the market ""BTC/ETH"" And  the orders should have the following states: When  the network moves ahead ""1"" blocks Then  the trading mode should be ""TRADING_MODE_CONTINUOUS"" for the market ""BTC/ETH"" And  the mark price should be ""1050"" for the market ""BTC/ETH"" And  the orders should have the following states: And  the market data for the market ""BTC/ETH"" should be:","Vega é uma plataforma descentralizada de negociação de derivativos.
O sistema deve controlar leilões de abertura, monitorar variações de preço e mudar automaticamente entre leilão e negociação contínua. Ordens fora dos limites acionam leilões, permanecem ativas durante esse período e são executadas quando o mercado volta ao modo contínuo, garantindo estabilidade e formação correta do preço.","Vega is a decentralized derivatives trading platform. The system must control opening auctions, monitor price variations, and automatically switch between auction and continuous trading modes. Orders placed outside the price limits trigger auctions, remain active during this period, and are executed when the market returns to continuous mode, ensuring stability and proper price formation."
vegaprotocol_vega,0068-MATC-073_story.txt,Incoming LIMIT: POST-ONLY TRUE orders will be placed fully on the book if no orders currently cross. (0068-MATC-073) And  the parties place the following orders: Then  the orders should have the following status:,"Vega é uma plataforma descentralizada de negociação de derivativos.
O sistema deve manter a negociação contínua após o leilão inicial e aceitar ordens LIMIT com flag post-only (GTT, GTC e GFN) sempre que elas não cruzarem com ofertas existentes, garantindo que elas entrem integralmente no livro sem gerar trades imediatos.","Vega is a decentralized derivatives trading platform. The system must maintain continuous trading after the initial auction and accept LIMIT orders with the post-only flag (including GTT, GTC, and GFN types) provided they do not cross existing offers. This ensures that such orders enter the order book in their entirety without generating immediate trades."
vegaprotocol_vega,trading_fees_spot_story.txt,"the order can not be placed. When trade happens, holding asset is released:","O Vega é uma plataforma descentralizada de negociação de derivativos.
O sistema deve garantir que, ao criar um pedido em um mercado à vista, os ativos necessários sejam reservados no holding account. Se o usuário não tiver saldo suficiente, a ordem é rejeitada. Quando ocorre uma negociação, os valores reservados são liberados e os saldos gerais são atualizados, assegurando liquidação correta, cobrança de taxas e cancelamento automático de ordens impossíveis de executar.","Vega is a decentralized derivatives tradingrading platform. The system must ensure that when creating an order on a spot market, the required assets are reserved in the holding account. If the user has insufficient balance, the order is rejected. When a trade occurs, the reserved amounts are released and the general balances are updated, ensuring proper settlement, fee charging, and the automatic cancellation of orders that are impossible to fulfill."
