arquivo,caminho_relativo,erro_parser,erro_lint,erros_parser_descricao,erros_lint_descricao,quantidade_problemas_lint,arquivo_parser,arquivo_lint
karma-runner_karma\headers_story_processado,karma-runner_karma,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Step name is too long. Length of 94 is longer than the maximum allowed: 70\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Step name is too long. Length of 93 is longer than the maximum allowed: 70\nlinha 9: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Step name is too long. Length of 82 is longer than the maximum allowed: 70\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Step name is too long. Length of 73 is longer than the maximum allowed: 70\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Step name is too long. Length of 81 is longer than the maximum allowed: 70\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Step name is too long. Length of 95 is longer than the maximum allowed: 70\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Step name is too long. Length of 85 is longer than the maximum allowed: 70\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Step name is too long. Length of 99 is longer than the maximum allowed: 70\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Step name is too long. Length of 93 is longer than the maximum allowed: 70\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Step name is too long. Length of 97 is longer than the maximum allowed: 70\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",29,karma-runner_karma\headers_story_processado.txt,karma-runner_karma\headers_story_processado_relatorio.txt
karma-runner_karma\launcher-error_story_processado,karma-runner_karma,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",25,karma-runner_karma\launcher-error_story_processado.txt,karma-runner_karma\launcher-error_story_processado_relatorio.txt
karma-runner_karma\tag_story_processado,karma-runner_karma,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Step name is too long. Length of 72 is longer than the maximum allowed: 70\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Step name is too long. Length of 80 is longer than the maximum allowed: 70\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Step name is too long. Length of 73 is longer than the maximum allowed: 70\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Step name is too long. Length of 72 is longer than the maximum allowed: 70\nlinha 38: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 38: Step ""Then the test is skipped or fails as expected"" should use And instead of Then",32,karma-runner_karma\tag_story_processado.txt,karma-runner_karma\tag_story_processado_relatorio.txt
ledgersmb_LedgerSMB\chart-of-accounts_story_processado,ledgersmb_LedgerSMB,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Step name is too long. Length of 73 is longer than the maximum allowed: 70\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Step name is too long. Length of 77 is longer than the maximum allowed: 70\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Step name is too long. Length of 83 is longer than the maximum allowed: 70\nlinha 38: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 39: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 39: Step name is too long. Length of 78 is longer than the maximum allowed: 70",32,ledgersmb_LedgerSMB\chart-of-accounts_story_processado.txt,ledgersmb_LedgerSMB\chart-of-accounts_story_processado_relatorio.txt
ledgersmb_LedgerSMB\in-arrears-purchase_story_processado,ledgersmb_LedgerSMB,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",24,ledgersmb_LedgerSMB\in-arrears-purchase_story_processado.txt,ledgersmb_LedgerSMB\in-arrears-purchase_story_processado_relatorio.txt
ledgersmb_LedgerSMB\login_story_processado,ledgersmb_LedgerSMB,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 4: Step name is too long. Length of 75 is longer than the maximum allowed: 70\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Step name is too long. Length of 72 is longer than the maximum allowed: 70\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",25,ledgersmb_LedgerSMB\login_story_processado.txt,ledgersmb_LedgerSMB\login_story_processado_relatorio.txt
ledgersmb_LedgerSMB\search-batches_story_processado,ledgersmb_LedgerSMB,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Step name is too long. Length of 75 is longer than the maximum allowed: 70\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Step name is too long. Length of 89 is longer than the maximum allowed: 70\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Step name is too long. Length of 77 is longer than the maximum allowed: 70\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Step name is too long. Length of 89 is longer than the maximum allowed: 70\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Step name is too long. Length of 98 is longer than the maximum allowed: 70\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Step name is too long. Length of 106 is longer than the maximum allowed: 70\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Step name is too long. Length of 74 is longer than the maximum allowed: 70\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",27,ledgersmb_LedgerSMB\search-batches_story_processado.txt,ledgersmb_LedgerSMB\search-batches_story_processado_relatorio.txt
noosfero_noosfero\edit_block_of_links_story_processado,noosfero_noosfero,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 9: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 37: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 38: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",27,noosfero_noosfero\edit_block_of_links_story_processado.txt,noosfero_noosfero\edit_block_of_links_story_processado_relatorio.txt
noosfero_noosfero\forum_story_processado,noosfero_noosfero,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Step name is too long. Length of 78 is longer than the maximum allowed: 70\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",21,noosfero_noosfero\forum_story_processado.txt,noosfero_noosfero\forum_story_processado_relatorio.txt
noosfero_noosfero\manage_enterprises_story_processado,noosfero_noosfero,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",22,noosfero_noosfero\manage_enterprises_story_processado.txt,noosfero_noosfero\manage_enterprises_story_processado_relatorio.txt
noosfero_noosfero\status_story_processado,noosfero_noosfero,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 8: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 15: Step name is too long. Length of 86 is longer than the maximum allowed: 70\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 29: Step name is too long. Length of 74 is longer than the maximum allowed: 70\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Step name is too long. Length of 73 is longer than the maximum allowed: 70\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",28,noosfero_noosfero\status_story_processado.txt,noosfero_noosfero\status_story_processado_relatorio.txt
parti-renaissance_espace-adherent\agoras_story_processado,parti-renaissance_espace-adherent,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 14: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 20: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 21: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 26: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 27: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 32: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 33: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 34: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 35: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 36: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",25,parti-renaissance_espace-adherent\agoras_story_processado.txt,parti-renaissance_espace-adherent\agoras_story_processado_relatorio.txt
parti-renaissance_espace-adherent\scopes_story_processado,parti-renaissance_espace-adherent,0,1,-,"linha 4: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 5: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 6: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 7: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 10: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 11: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 12: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 13: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 16: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 17: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 18: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 19: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 22: Step name is too long. Length of 77 is longer than the maximum allowed: 70\nlinha 23: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 24: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 25: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 28: Step name is too long. Length of 81 is longer than the maximum allowed: 70\nlinha 29: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 30: Wrong indentation for ""Step"", expected indentation level of 2, but got 4\nlinha 31: Wrong indentation for ""Step"", expected indentation level of 2, but got 4",22,parti-renaissance_espace-adherent\scopes_story_processado.txt,parti-renaissance_espace-adherent\scopes_story_processado_relatorio.txt
